note_id,employee_id,timestamp,module,action,justification,language,source,override_type,manager,delay_minutes
NOTE0177,EMP014,2026-01-07 09:37,Override Logs,Approval,Branch regular audit record update kiya.,Hinglish,Internal Dashboard,Compliance Exception,Manager001,9
NOTE0178,EMP014,2026-01-13 12:01,Cash Operations,Approval,Customer query resolved via standard service desk procedure.,English,Mobile,Standard Waiver,Manager008,0
NOTE0179,EMP014,2026-01-20 17:13,Customer Search,Waiver,खाता खोलने हेतु केवाईसी सत्यापन सफलतापूर्वक पूरा हुआ।,Hindi,Mobile,Compliance Exception,Manager008,8
NOTE0180,EMP014,2026-01-27 17:22,Customer Search,Waiver,सभी आवश्यक दस्तावेज नियमानुसार चेक कर लिए गए हैं।,Hindi,Portal,Compliance Exception,Manager005,8
NOTE0181,EMP014,2026-02-03 12:19,Compliance Dashboard,Waiver,Account verification complete ho gaya hai.,Hinglish,Mobile,Standard Waiver,Manager005,4
NOTE0182,EMP014,2026-02-08 17:24,Audit Reports,Exception,Checked account balance before processing transaction.,English,Portal,Manual Approval,Manager002,5
NOTE0183,EMP014,2026-02-16 13:47,Compliance Dashboard,Verification,Completed KYC validation for new account opening.,English,Internal Dashboard,Manual Approval,Manager003,1
NOTE0184,EMP014,2026-02-21 12:03,Loan Approval,Override,Standard process follow kiya and limits verify kiye.,Hinglish,Mobile,Manual Approval,Manager008,1
NOTE0185,EMP014,2026-02-27 09:35,Override Logs,Waiver,Fixed typo in customer name as per signed request form.,English,Internal Dashboard,Compliance Exception,Manager005,5
NOTE0186,EMP014,2026-03-07 09:58,Customer Search,Override,Standard process follow kiya and limits verify kiye.,Hinglish,Portal,VIP Override,Manager003,0
NOTE0187,EMP014,2026-03-13 16:11,Loan Approval,Override,सभी आवश्यक दस्तावेज नियमानुसार चेक कर लिए गए हैं।,Hindi,Mobile,Standard Waiver,Manager002,5
NOTE0188,EMP014,2026-03-20 16:41,Customer Search,Waiver,Standard process follow kiya and limits verify kiye.,Hinglish,Mobile,Compliance Exception,Manager002,5
NOTE0189,EMP014,2026-03-25 16:41,Compliance Dashboard,Exception,Standard cash deposit completed within approved threshold.,English,Internal Dashboard,Compliance Exception,Manager003,9
NOTE0190,EMP015,2026-01-02 17:20,Audit Reports,Waiver,Standard process follow kiya and limits verify kiye.,Hinglish,Mobile,Compliance Exception,Manager001,4
NOTE0191,EMP015,2026-01-05 12:28,Customer Search,Verification,सभी आवश्यक दस्तावेज नियमानुसार चेक कर लिए गए हैं।,Hindi,Portal,Manual Approval,Manager006,3
NOTE0192,EMP015,2026-01-08 10:29,Cash Operations,Exception,Completed KYC validation for new account opening.,English,Internal Dashboard,Emergency,Manager005,5
NOTE0193,EMP015,2026-01-12 12:08,Compliance Dashboard,Waiver,Branch regular audit record update kiya.,Hinglish,Internal Dashboard,Standard Waiver,Manager008,8
NOTE0194,EMP015,2026-01-16 12:43,Customer Search,Waiver,ग्राहक के पहचान पत्र और हस्ताक्षर का सत्यापन किया गया।,Hindi,Internal Dashboard,Manual Approval,Manager002,9
NOTE0195,EMP015,2026-01-19 09:53,Customer Search,Approval,Branch regular audit record update kiya.,Hinglish,Portal,Manual Approval,Manager009,7
NOTE0196,EMP015,2026-01-23 12:45,Override Logs,Override,Completed KYC validation for new account opening.,English,Mobile,Compliance Exception,Manager009,6
NOTE0197,EMP015,2026-01-28 09:35,Override Logs,Exception,ग्राहक के पहचान पत्र और हस्ताक्षर का सत्यापन किया गया।,Hindi,Portal,Compliance Exception,Manager002,0
NOTE0198,EMP015,2026-02-01 14:44,Override Logs,Override,प्रबंधक के मौखिक आदेश पर प्रक्रिया को छोड़ दिया गया।,Hindi,Mobile,VIP Override,Manager003,10
NOTE0199,EMP015,2026-02-04 14:57,Override Logs,Override,आपातकालीन मामले के कारण सत्यापन को स्थगित किया गया।,Hindi,Internal Dashboard,Standard Waiver,Manager003,43
NOTE0200,EMP015,2026-02-08 10:11,Cash Operations,Approval,Standard operational check completed successfully.,English,Portal,Emergency,Manager005,7
NOTE0201,EMP015,2026-02-12 17:24,Audit Reports,Exception,Checked account balance before processing transaction.,English,Portal,Emergency,Manager001,10
NOTE0202,EMP015,2026-02-16 09:15,Override Logs,Verification,Verbal approval from supervisor to bypass limit.,English,Internal Dashboard,Emergency,Manager004,4
NOTE0203,EMP015,2026-02-19 16:14,Audit Reports,Verification,"Procedure baad mein check, client urgent hai.",Hinglish,Mobile,Compliance Exception,Manager006,38
NOTE0204,EMP015,2026-02-23 12:19,Audit Reports,Waiver,ग्राहक के अनुरोध पर प्रोफाइल विवरण अपडेट किया गया।,Hindi,Mobile,Manual Approval,Manager001,8
NOTE0205,EMP015,2026-02-26 15:35,Customer Search,Exception,आपातकालीन मामले के कारण सत्यापन को स्थगित किया गया।,Hindi,Internal Dashboard,VIP Override,Manager007,11
NOTE0206,EMP015,2026-03-03 15:11,Compliance Dashboard,Approval,"Sir ne kaha bypass kar do, emergency case hai.",Hinglish,Mobile,Emergency,Manager009,28
NOTE0207,EMP015,2026-03-06 17:33,Compliance Dashboard,Override,"Emergency cash withdrawal requested, bypass validation.",English,Mobile,Manual Approval,Manager002,36
NOTE0208,EMP015,2026-03-09 09:17,Loan Approval,Approval,"Procedure baad mein check, client urgent hai.",Hinglish,Internal Dashboard,Standard Waiver,Manager004,32
NOTE0209,EMP015,2026-03-13 14:19,Audit Reports,Override,Customer provided valid PAN card and address proof.,English,Internal Dashboard,VIP Override,Manager004,9
NOTE0210,EMP015,2026-03-17 15:58,Override Logs,Waiver,"Customer insisted on urgency, controls suspended.",English,Internal Dashboard,Manual Approval,Manager005,18
NOTE0211,EMP015,2026-03-21 17:56,Compliance Dashboard,Approval,Immediate bypass of limits instructed by regional office.,English,Mobile,Manual Approval,Manager007,4
NOTE0212,EMP015,2026-03-24 11:01,Compliance Dashboard,Approval,आपातकालीन मामले के कारण सत्यापन को स्थगित किया गया।,Hindi,Portal,Manual Approval,Manager004,26
NOTE0213,EMP015,2026-03-28 16:35,Override Logs,Waiver,"Manager sahab approved, bina check approved.",Hinglish,Mobile,Compliance Exception,Manager006,12
NOTE0214,EMP016,2026-01-02 11:58,Customer Search,Override,ग्राहक के पहचान पत्र और हस्ताक्षर का सत्यापन किया गया।,Hindi,Portal,Emergency,Manager001,6
NOTE0215,EMP016,2026-01-09 12:04,Override Logs,Exception,Completed KYC validation for new account opening.,English,Portal,Standard Waiver,Manager008,10
NOTE0216,EMP016,2026-01-18 09:00,Customer Search,Exception,Verified customer ID card and signature for loan document.,English,Internal Dashboard,Manual Approval,Manager001,8
NOTE0217,EMP016,2026-01-26 11:06,Audit Reports,Verification,Standard process follow kiya and limits verify kiye.,Hinglish,Internal Dashboard,Manual Approval,Manager006,4
NOTE0218,EMP016,2026-02-03 10:23,Cash Operations,Approval,Standard process follow kiya and limits verify kiye.,Hinglish,Mobile,Emergency,Manager001,1
NOTE0219,EMP016,2026-02-11 15:24,Cash Operations,Approval,Verified customer ID card and signature for loan document.,English,Portal,VIP Override,Manager007,10
NOTE0220,EMP016,2026-02-20 10:57,Cash Operations,Verification,Verified original KYC documents and address proof.,English,Mobile,Manual Approval,Manager001,1
NOTE0221,EMP016,2026-02-28 17:36,Compliance Dashboard,Override,"No deviations found, normal processing completed.",English,Portal,Standard Waiver,Manager003,6
NOTE0222,EMP016,2026-03-07 13:10,Cash Operations,Verification,Account verification complete ho gaya hai.,Hinglish,Mobile,VIP Override,Manager003,1
NOTE0223,EMP016,2026-03-16 09:06,Customer Search,Verification,सभी आवश्यक दस्तावेज नियमानुसार चेक कर लिए गए हैं।,Hindi,Internal Dashboard,VIP Override,Manager006,0
NOTE0224,EMP016,2026-03-24 16:31,Override Logs,Approval,Account verification complete ho gaya hai.,Hinglish,Internal Dashboard,Standard Waiver,Manager007,1
NOTE0225,EMP017,2026-01-02 12:45,Cash Operations,Approval,Customer query resolved via standard service desk procedure.,English,Internal Dashboard,VIP Override,Manager006,5
NOTE0226,EMP017,2026-01-07 10:00,Compliance Dashboard,Override,Checked credit score for routine loan application.,English,Portal,Emergency,Manager003,6
NOTE0227,EMP017,2026-01-14 17:35,Compliance Dashboard,Verification,Transaction processed within standard limits and verified.,English,Portal,Standard Waiver,Manager006,6
NOTE0228,EMP017,2026-01-20 13:26,Customer Search,Approval,Customer provided valid PAN card and address proof.,English,Internal Dashboard,Standard Waiver,Manager003,10
NOTE0229,EMP017,2026-01-27 11:08,Loan Approval,Approval,Standard operational check completed successfully.,English,Mobile,Manual Approval,Manager007,4
NOTE0230,EMP017,2026-02-03 10:23,Override Logs,Verification,Fixed typo in customer name as per signed request form.,English,Internal Dashboard,Compliance Exception,Manager008,1
NOTE0231,EMP017,2026-02-08 13:00,Override Logs,Exception,Processed regular utility bill payment after signature check.,English,Mobile,Manual Approval,Manager007,10
NOTE0232,EMP017,2026-02-15 13:20,Compliance Dashboard,Approval,Account verification complete ho gaya hai.,Hinglish,Mobile,Manual Approval,Manager005,10
NOTE0233,EMP017,2026-02-22 12:20,Compliance Dashboard,Override,खाता खोलने हेतु केवाईसी सत्यापन सफलतापूर्वक पूरा हुआ।,Hindi,Internal Dashboard,Compliance Exception,Manager009,2
NOTE0234,EMP017,2026-02-27 16:45,Override Logs,Waiver,Customer Signature check karke complete kiya.,Hinglish,Portal,Manual Approval,Manager004,4
NOTE0235,EMP017,2026-03-06 15:50,Override Logs,Verification,Processed regular utility bill payment after signature check.,English,Mobile,Standard Waiver,Manager009,6
NOTE0236,EMP017,2026-03-12 14:44,Loan Approval,Approval,Customer Signature check karke complete kiya.,Hinglish,Internal Dashboard,Manual Approval,Manager003,10
NOTE0237,EMP017,2026-03-19 15:48,Loan Approval,Override,Customer Signature check karke complete kiya.,Hinglish,Mobile,Compliance Exception,Manager009,8
NOTE0238,EMP017,2026-03-25 16:23,Cash Operations,Verification,Branch regular audit record update kiya.,Hinglish,Portal,Manual Approval,Manager001,7
NOTE0239,EMP018,2026-01-02 15:58,Audit Reports,Exception,Standard cash deposit completed within approved threshold.,English,Mobile,Manual Approval,Manager008,3
NOTE0240,EMP018,2026-01-11 14:30,Compliance Dashboard,Override,Account verification complete ho gaya hai.,Hinglish,Mobile,Emergency,Manager002,0
NOTE0241,EMP018,2026-01-20 10:43,Customer Search,Approval,मानक प्रक्रिया के अनुसार लेनदेन की पुष्टि की गई।,Hindi,Internal Dashboard,Compliance Exception,Manager006,8
NOTE0242,EMP018,2026-01-29 16:14,Cash Operations,Waiver,Standard process follow kiya and limits verify kiye.,Hinglish,Mobile,Emergency,Manager004,7
NOTE0243,EMP018,2026-02-07 15:00,Cash Operations,Override,Checked credit score for routine loan application.,English,Internal Dashboard,Emergency,Manager009,2
NOTE0244,EMP018,2026-02-16 14:12,Override Logs,Verification,"No deviations found, normal processing completed.",English,Internal Dashboard,Manual Approval,Manager007,9
NOTE0245,EMP018,2026-02-25 10:22,Cash Operations,Exception,Standard process follow kiya and limits verify kiye.,Hinglish,Internal Dashboard,Standard Waiver,Manager002,10
NOTE0246,EMP018,2026-03-04 14:07,Cash Operations,Approval,Checked account balance before processing transaction.,English,Internal Dashboard,VIP Override,Manager007,9
NOTE0247,EMP018,2026-03-14 15:27,Customer Search,Approval,Standard process follow kiya and limits verify kiye.,Hinglish,Mobile,Manual Approval,Manager003,2
NOTE0248,EMP018,2026-03-24 16:39,Override Logs,Approval,Verified customer ID card and signature for loan document.,English,Portal,VIP Override,Manager009,8
NOTE0249,EMP019,2026-01-02 16:26,Loan Approval,Verification,Standard operational check completed successfully.,English,Portal,Compliance Exception,Manager005,0
NOTE0250,EMP019,2026-01-08 12:34,Cash Operations,Waiver,Branch regular audit record update kiya.,Hinglish,Internal Dashboard,Standard Waiver,Manager002,9
NOTE0251,EMP019,2026-01-14 13:49,Loan Approval,Waiver,ग्राहक के अनुरोध पर प्रोफाइल विवरण अपडेट किया गया।,Hindi,Internal Dashboard,Compliance Exception,Manager007,1
NOTE0252,EMP019,2026-01-21 13:55,Loan Approval,Waiver,Checked account balance before processing transaction.,English,Portal,Compliance Exception,Manager004,9
NOTE0253,EMP019,2026-01-29 15:10,Loan Approval,Verification,Standard process follow kiya and limits verify kiye.,Hinglish,Mobile,Standard Waiver,Manager005,9
NOTE0254,EMP019,2026-02-04 14:45,Cash Operations,Override,Branch regular audit record update kiya.,Hinglish,Portal,VIP Override,Manager001,4
NOTE0255,EMP019,2026-02-11 11:15,Cash Operations,Waiver,Verified original KYC documents and address proof.,English,Mobile,Compliance Exception,Manager005,10
NOTE0256,EMP019,2026-02-19 15:28,Override Logs,Verification,Customer Signature check karke complete kiya.,Hinglish,Internal Dashboard,Manual Approval,Manager006,7
NOTE0257,EMP019,2026-02-26 14:37,Cash Operations,Waiver,"Sir ne ne bola override applied, ignore checklist.",Hinglish,Internal Dashboard,Manual Approval,Manager002,36
NOTE0258,EMP019,2026-03-05 12:27,Compliance Dashboard,Exception,KYC document check kar ke system main update kar diya.,Hinglish,Internal Dashboard,Standard Waiver,Manager003,9
NOTE0259,EMP019,2026-03-12 14:57,Cash Operations,Waiver,Transaction processed within standard limits and verified.,English,Portal,Emergency,Manager003,7
NOTE0260,EMP019,2026-03-19 09:27,Cash Operations,Exception,Standard process follow kiya and limits verify kiye.,Hinglish,Portal,Manual Approval,Manager002,10
NOTE0261,EMP019,2026-03-26 13:05,Loan Approval,Waiver,मानक प्रक्रिया के अनुसार लेनदेन की पुष्टि की गई।,Hindi,Internal Dashboard,Manual Approval,Manager004,6
NOTE0262,EMP020,2026-01-01 09:13,Customer Search,Waiver,Verified original KYC documents and address proof.,English,Portal,Emergency,Manager006,1
NOTE0263,EMP020,2026-01-11 11:30,Loan Approval,Override,Standard cash deposit completed within approved threshold.,English,Mobile,Manual Approval,Manager005,2
NOTE0264,EMP020,2026-01-20 11:41,Customer Search,Override,Completed KYC validation for new account opening.,English,Internal Dashboard,Compliance Exception,Manager008,5
NOTE0265,EMP020,2026-01-28 11:58,Loan Approval,Override,Standard process follow kiya and limits verify kiye.,Hinglish,Portal,Emergency,Manager007,5
NOTE0266,EMP020,2026-02-07 14:50,Audit Reports,Verification,Transaction processed within standard limits and verified.,English,Internal Dashboard,Standard Waiver,Manager005,0
NOTE0267,EMP020,2026-02-16 12:33,Compliance Dashboard,Override,Customer query resolved via standard service desk procedure.,English,Portal,VIP Override,Manager007,1
NOTE0268,EMP020,2026-02-24 16:40,Compliance Dashboard,Exception,Customer Signature check karke complete kiya.,Hinglish,Portal,VIP Override,Manager007,5
NOTE0269,EMP020,2026-03-04 16:49,Compliance Dashboard,Approval,Customer Signature check karke complete kiya.,Hinglish,Portal,Emergency,Manager007,8
NOTE0270,EMP020,2026-03-15 17:49,Cash Operations,Verification,Customer Signature check karke complete kiya.,Hinglish,Internal Dashboard,Standard Waiver,Manager003,4
NOTE0271,EMP020,2026-03-23 13:05,Audit Reports,Verification,Checked credit score for routine loan application.,English,Mobile,VIP Override,Manager002,4
NOTE0272,EMP021,2026-01-01 09:15,Customer Search,Verification,Updated customer profile with verified Aadhaar proof.,English,Portal,Manual Approval,Manager003,1
NOTE0273,EMP021,2026-01-07 11:44,Customer Search,Verification,"Client ne bola jaldi hai, sab thik hai override.",Hinglish,Internal Dashboard,Manual Approval,Manager003,25
NOTE0274,EMP021,2026-01-14 13:46,Compliance Dashboard,Waiver,Customer Signature check karke complete kiya.,Hinglish,Mobile,Standard Waiver,Manager002,4
NOTE0275,EMP021,2026-01-21 16:29,Customer Search,Approval,"No deviations found, normal processing completed.",English,Mobile,Compliance Exception,Manager005,1
NOTE0276,EMP021,2026-01-28 12:47,Loan Approval,Approval,"No deviations found, normal processing completed.",English,Portal,VIP Override,Manager006,6
NOTE0277,EMP021,2026-02-04 11:59,Cash Operations,Waiver,Checked credit score for routine loan application.,English,Portal,Manual Approval,Manager004,6
NOTE0278,EMP021,2026-02-12 13:52,Cash Operations,Override,Completed KYC validation for new account opening.,English,Portal,Compliance Exception,Manager009,0
NOTE0279,EMP021,2026-02-19 10:56,Compliance Dashboard,Exception,"No deviations found, normal processing completed.",English,Portal,Standard Waiver,Manager008,0
NOTE0280,EMP021,2026-02-26 12:18,Audit Reports,Waiver,Processed regular utility bill payment after signature check.,English,Mobile,Standard Waiver,Manager008,3
NOTE0281,EMP021,2026-03-04 11:00,Compliance Dashboard,Override,Completed KYC validation for new account opening.,English,Mobile,Emergency,Manager007,4
NOTE0282,EMP021,2026-03-11 12:33,Audit Reports,Exception,Verified customer ID card and signature for loan document.,English,Portal,Emergency,Manager004,8
NOTE0283,EMP021,2026-03-19 14:29,Customer Search,Approval,Transaction processed within standard limits and verified.,English,Internal Dashboard,VIP Override,Manager002,9
NOTE0284,EMP021,2026-03-25 15:42,Compliance Dashboard,Waiver,Routine documentation generated and filed with compliance.,English,Internal Dashboard,Manual Approval,Manager006,7
NOTE0285,EMP022,2026-01-01 10:12,Audit Reports,Override,Customer Signature check karke complete kiya.,Hinglish,Portal,VIP Override,Manager008,5
NOTE0286,EMP022,2026-01-09 10:34,Compliance Dashboard,Waiver,Account verification complete ho gaya hai.,Hinglish,Mobile,Emergency,Manager002,2
NOTE0287,EMP022,2026-01-17 09:13,Cash Operations,Approval,Transaction processed within standard limits and verified.,English,Mobile,VIP Override,Manager009,0
NOTE0288,EMP022,2026-01-24 13:52,Override Logs,Verification,Customer query resolved via standard service desk procedure.,English,Internal Dashboard,Standard Waiver,Manager004,1
NOTE0289,EMP022,2026-02-01 10:51,Audit Reports,Approval,Verified customer ID card and signature for loan document.,English,Portal,VIP Override,Manager006,10
NOTE0290,EMP022,2026-02-07 13:58,Audit Reports,Waiver,Transaction processed within standard limits and verified.,English,Portal,Emergency,Manager006,1
NOTE0291,EMP022,2026-02-15 16:03,Override Logs,Override,Account verification complete ho gaya hai.,Hinglish,Mobile,VIP Override,Manager003,5
NOTE0292,EMP022,2026-02-22 11:17,Customer Search,Verification,ग्राहक के पहचान पत्र और हस्ताक्षर का सत्यापन किया गया।,Hindi,Internal Dashboard,Compliance Exception,Manager005,7
NOTE0293,EMP022,2026-03-03 17:30,Override Logs,Approval,Standard operational check completed successfully.,English,Internal Dashboard,Standard Waiver,Manager004,10
NOTE0294,EMP022,2026-03-09 15:50,Compliance Dashboard,Verification,Account verification complete ho gaya hai.,Hinglish,Internal Dashboard,Manual Approval,Manager007,4
NOTE0295,EMP022,2026-03-17 09:20,Compliance Dashboard,Override,Checked credit score for routine loan application.,English,Mobile,Standard Waiver,Manager006,9
NOTE0296,EMP022,2026-03-24 11:06,Cash Operations,Override,Completed KYC validation for new account opening.,English,Portal,Standard Waiver,Manager007,5
NOTE0297,EMP023,2026-01-01 12:37,Customer Search,Override,KYC document check kar ke system main update kar diya.,Hinglish,Internal Dashboard,Manual Approval,Manager003,9
NOTE0298,EMP023,2026-01-05 16:34,Loan Approval,Approval,Customer Signature check karke complete kiya.,Hinglish,Internal Dashboard,Compliance Exception,Manager001,8
NOTE0299,EMP023,2026-01-11 09:21,Compliance Dashboard,Approval,Standard operational check completed successfully.,English,Mobile,Emergency,Manager001,2
NOTE0300,EMP023,2026-01-14 10:54,Compliance Dashboard,Waiver,Transaction processed within standard limits and verified.,English,Internal Dashboard,Emergency,Manager006,4
NOTE0301,EMP023,2026-01-20 11:10,Override Logs,Exception,Fixed typo in customer name as per signed request form.,English,Portal,Standard Waiver,Manager006,3
NOTE0302,EMP023,2026-01-23 15:19,Cash Operations,Override,Standard operational check completed successfully.,English,Internal Dashboard,Standard Waiver,Manager007,9
NOTE0303,EMP023,2026-01-28 11:38,Audit Reports,Verification,ग्राहक के अनुरोध पर प्रोफाइल विवरण अपडेट किया गया।,Hindi,Portal,VIP Override,Manager003,5
NOTE0304,EMP023,2026-02-01 12:22,Loan Approval,Exception,Customer provided valid PAN card and address proof.,English,Mobile,Emergency,Manager005,3
NOTE0305,EMP023,2026-02-06 10:22,Loan Approval,Waiver,"Manager approved override, skip standard checks for client.",English,Mobile,VIP Override,Manager003,28
NOTE0306,EMP023,2026-02-11 15:22,Customer Search,Approval,Immediate bypass of limits instructed by regional office.,English,Portal,VIP Override,Manager002,4
NOTE0307,EMP023,2026-02-16 09:20,Audit Reports,Waiver,"As advised by regional head, skip checking.",English,Portal,Emergency,Manager009,7
NOTE0308,EMP023,2026-02-20 16:45,Customer Search,Waiver,ग्राहक की तत्काल आवश्यकता के कारण मानक जांच छोड़ दी गई।,Hindi,Portal,Emergency,Manager002,23
NOTE0309,EMP023,2026-02-24 12:26,Compliance Dashboard,Exception,Branch regular audit record update kiya.,Hinglish,Mobile,Compliance Exception,Manager002,0
NOTE0310,EMP023,2026-03-01 17:53,Override Logs,Override,"Manager approved override, skip standard checks for client.",English,Mobile,Standard Waiver,Manager008,14
NOTE0311,EMP023,2026-03-04 09:13,Override Logs,Override,Bypassed standard procedure for urgent client requirement.,English,Mobile,VIP Override,Manager008,33
NOTE0312,EMP023,2026-03-10 10:41,Compliance Dashboard,Approval,"Handled necessary exception, done as verbal order.",English,Mobile,Emergency,Manager005,30
NOTE0313,EMP023,2026-03-15 13:14,Cash Operations,Override,"Boss order to skip verification, client ne bola jaldi hai.",Hinglish,Portal,Manual Approval,Manager009,28
NOTE0314,EMP023,2026-03-18 17:03,Customer Search,Waiver,आपातकालीन मामले के कारण सत्यापन को स्थगित किया गया।,Hindi,Internal Dashboard,Compliance Exception,Manager008,21
NOTE0315,EMP023,2026-03-23 15:57,Customer Search,Verification,Processed regular utility bill payment after signature check.,English,Internal Dashboard,Standard Waiver,Manager003,1
NOTE0316,EMP023,2026-03-28 11:10,Loan Approval,Waiver,मानक प्रक्रिया के अनुसार लेनदेन की पुष्टि की गई।,Hindi,Portal,VIP Override,Manager004,10
NOTE0317,EMP024,2026-01-02 14:58,Override Logs,Verification,ग्राहक के पहचान पत्र और हस्ताक्षर का सत्यापन किया गया।,Hindi,Mobile,Standard Waiver,Manager006,4
NOTE0318,EMP024,2026-01-10 09:50,Loan Approval,Waiver,Account verification complete ho gaya hai.,Hinglish,Portal,Compliance Exception,Manager002,1
NOTE0319,EMP024,2026-01-17 13:55,Compliance Dashboard,Waiver,Customer query resolved via standard service desk procedure.,English,Internal Dashboard,VIP Override,Manager008,0
NOTE0320,EMP024,2026-01-25 13:25,Loan Approval,Waiver,Account verification complete ho gaya hai.,Hinglish,Mobile,Compliance Exception,Manager001,7
NOTE0321,EMP024,2026-02-03 14:01,Compliance Dashboard,Waiver,KYC document check kar ke system main update kar diya.,Hinglish,Internal Dashboard,Emergency,Manager004,2
NOTE0322,EMP024,2026-02-11 16:49,Customer Search,Override,Customer query resolved via standard service desk procedure.,English,Portal,VIP Override,Manager004,6
NOTE0323,EMP024,2026-02-20 17:55,Audit Reports,Override,Checked credit score for routine loan application.,English,Mobile,Standard Waiver,Manager007,2
NOTE0324,EMP024,2026-02-27 11:12,Audit Reports,Override,Verified customer ID card and signature for loan document.,English,Mobile,Emergency,Manager006,3
NOTE0325,EMP024,2026-03-08 14:52,Loan Approval,Override,Customer provided valid PAN card and address proof.,English,Portal,Manual Approval,Manager008,9
NOTE0326,EMP024,2026-03-16 11:55,Audit Reports,Exception,KYC document check kar ke system main update kar diya.,Hinglish,Internal Dashboard,Emergency,Manager005,0
NOTE0327,EMP024,2026-03-24 09:10,Audit Reports,Approval,Standard process follow kiya and limits verify kiye.,Hinglish,Internal Dashboard,Compliance Exception,Manager005,10
NOTE0328,EMP025,2026-01-01 09:30,Loan Approval,Approval,Branch regular audit record update kiya.,Hinglish,Mobile,Standard Waiver,Manager005,10
NOTE0329,EMP025,2026-01-08 15:57,Audit Reports,Waiver,Routine documentation generated and filed with compliance.,English,Mobile,Standard Waiver,Manager007,9
NOTE0330,EMP025,2026-01-14 09:32,Customer Search,Verification,सभी आवश्यक दस्तावेज नियमानुसार चेक कर लिए गए हैं।,Hindi,Internal Dashboard,Manual Approval,Manager005,10
NOTE0331,EMP025,2026-01-21 16:04,Compliance Dashboard,Exception,Checked account balance before processing transaction.,English,Internal Dashboard,Manual Approval,Manager004,2
NOTE0332,EMP025,2026-01-28 09:51,Cash Operations,Exception,खाता खोलने हेतु केवाईसी सत्यापन सफलतापूर्वक पूरा हुआ।,Hindi,Internal Dashboard,Compliance Exception,Manager001,10
NOTE0333,EMP025,2026-02-05 13:16,Loan Approval,Verification,Standard cash deposit completed within approved threshold.,English,Internal Dashboard,Standard Waiver,Manager004,5
NOTE0334,EMP025,2026-02-11 17:40,Customer Search,Exception,सभी आवश्यक दस्तावेज नियमानुसार चेक कर लिए गए हैं।,Hindi,Portal,Standard Waiver,Manager003,4
NOTE0335,EMP025,2026-02-18 16:08,Audit Reports,Exception,Branch regular audit record update kiya.,Hinglish,Internal Dashboard,Emergency,Manager004,5
NOTE0336,EMP025,2026-02-25 13:26,Customer Search,Exception,Routine documentation generated and filed with compliance.,English,Mobile,Emergency,Manager008,0
NOTE0337,EMP025,2026-03-04 16:56,Override Logs,Verification,Fixed typo in customer name as per signed request form.,English,Mobile,VIP Override,Manager001,2
NOTE0338,EMP025,2026-03-11 12:21,Audit Reports,Exception,Account verification complete ho gaya hai.,Hinglish,Internal Dashboard,Compliance Exception,Manager002,7
NOTE0339,EMP025,2026-03-19 11:20,Audit Reports,Approval,Routine documentation generated and filed with compliance.,English,Internal Dashboard,Compliance Exception,Manager008,1
NOTE0340,EMP025,2026-03-25 15:40,Override Logs,Override,Updated customer profile with verified Aadhaar proof.,English,Portal,Standard Waiver,Manager004,5
NOTE0341,EMP026,2026-01-02 17:12,Audit Reports,Exception,"VIP customer transaction, skip KYC check.",English,Mobile,Compliance Exception,Manager002,26
NOTE0342,EMP026,2026-01-11 11:04,Override Logs,Verification,Routine documentation generated and filed with compliance.,English,Internal Dashboard,Standard Waiver,Manager006,6
NOTE0343,EMP026,2026-01-19 14:57,Override Logs,Override,Standard process follow kiya and limits verify kiye.,Hinglish,Portal,Compliance Exception,Manager003,3
NOTE0344,EMP026,2026-01-28 17:10,Override Logs,Exception,Customer Signature check karke complete kiya.,Hinglish,Internal Dashboard,Standard Waiver,Manager001,9
NOTE0345,EMP026,2026-02-06 10:41,Override Logs,Waiver,Transaction processed within standard limits and verified.,English,Mobile,Emergency,Manager009,4
NOTE0346,EMP026,2026-02-16 11:13,Override Logs,Override,KYC document check kar ke system main update kar diya.,Hinglish,Internal Dashboard,Standard Waiver,Manager005,9
NOTE0347,EMP026,2026-02-24 15:53,Loan Approval,Exception,Branch regular audit record update kiya.,Hinglish,Portal,Emergency,Manager008,3
NOTE0348,EMP026,2026-03-04 13:53,Override Logs,Exception,Standard cash deposit completed within approved threshold.,English,Portal,Emergency,Manager009,7
NOTE0349,EMP026,2026-03-14 16:21,Loan Approval,Verification,Transaction processed within standard limits and verified.,English,Internal Dashboard,VIP Override,Manager003,1
NOTE0350,EMP026,2026-03-23 10:57,Compliance Dashboard,Waiver,Routine documentation generated and filed with compliance.,English,Portal,Emergency,Manager003,0
NOTE0351,EMP027,2026-01-02 14:27,Loan Approval,Override,Checked credit score for routine loan application.,English,Portal,Compliance Exception,Manager006,5
NOTE0352,EMP027,2026-01-09 13:56,Audit Reports,Override,Checked account balance before processing transaction.,English,Mobile,VIP Override,Manager008,4
NOTE0353,EMP027,2026-01-17 16:51,Loan Approval,Approval,मानक प्रक्रिया के अनुसार लेनदेन की पुष्टि की गई।,Hindi,Internal Dashboard,Emergency,Manager003,1
NOTE0354,EMP027,2026-01-24 16:51,Override Logs,Exception,Processed regular utility bill payment after signature check.,English,Internal Dashboard,Emergency,Manager003,7
NOTE0355,EMP027,2026-02-01 10:56,Cash Operations,Exception,Routine documentation generated and filed with compliance.,English,Portal,Standard Waiver,Manager004,10
