employee_id,date,rolling_7_day_audit_avg,rolling_14_day_audit_avg,rolling_30_day_audit_avg,rolling_30_day_comp_avg,rolling_30_day_override_avg,rolling_7_day_audit_std,rolling_30_day_audit_std,audit_trend_slope,comp_trend_slope,override_trend_slope
EMP011,2026-03-24,30.29,28.43,27.27,22.67,12.4,15.84,18.39,0.0614,0.2149,0.0089
EMP011,2026-03-25,33.43,30.07,28.97,23.77,12.97,17.38,18.15,0.0265,0.1253,-0.0469
EMP011,2026-03-26,36.14,31.86,29.67,24.4,13.53,18.83,18.69,0.2158,0.3711,0.1967
EMP011,2026-03-27,42.43,35.79,31.83,26.0,14.27,27.68,21.97,0.6263,0.7422,0.3448
EMP011,2026-03-28,43.43,36.36,32.2,26.0,13.97,27.55,22.06,0.6994,0.7155,0.4167
EMP011,2026-03-29,45.0,37.5,31.53,25.83,14.17,26.28,21.87,0.7813,0.6298,0.4425
EMP011,2026-03-30,45.0,37.5,29.9,24.3,13.3,26.28,22.33,0.6983,0.6022,0.4327
EMP011,2026-03-31,49.86,40.07,31.5,25.8,13.87,28.85,24.01,1.0227,0.7017,0.4316
EMP012,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP012,2026-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP012,2026-01-03,34.0,34.0,34.0,22.0,8.0,34.0,34.0,0.0,0.0,0.0
EMP012,2026-01-04,30.33,30.33,30.33,18.33,7.33,28.24,28.24,11.5,5.5,3.0
EMP012,2026-01-05,22.75,22.75,22.75,13.75,5.5,27.76,27.76,-4.5,-3.3,-1.0
EMP012,2026-01-06,26.8,26.8,26.8,15.8,9.8,26.12,26.12,1.8,0.4,3.8
EMP012,2026-01-07,31.0,31.0,31.0,18.33,12.33,25.63,25.63,4.6286,2.4,4.3429
EMP012,2026-01-08,31.57,31.57,31.57,21.57,14.43,23.77,23.77,3.3214,3.9286,4.2857
EMP012,2026-01-09,38.57,33.75,33.75,22.25,16.5,20.42,22.97,3.6667,3.0714,4.2381
EMP012,2026-01-10,32.0,32.44,32.44,22.56,15.78,17.0,21.97,1.7833,2.3333,2.5333
EMP012,2026-01-11,31.29,31.0,31.0,21.4,14.7,17.47,21.28,0.5091,1.0667,1.2545
EMP012,2026-01-12,31.29,28.18,28.18,19.45,13.36,17.47,22.16,-1.0273,-0.1727,0.2727
EMP012,2026-01-13,28.14,27.58,27.58,19.5,13.67,17.05,21.31,-1.0664,-0.1119,0.3497
EMP012,2026-01-14,25.43,28.0,28.0,19.92,14.92,14.33,20.53,-0.6593,0.0934,0.8132
EMP012,2026-01-15,24.57,28.07,28.07,20.79,15.07,13.91,19.78,-0.4989,0.4198,0.7099
EMP012,2026-01-16,23.57,31.07,29.0,22.07,15.4,12.27,19.43,-0.0571,0.8214,0.7
EMP012,2026-01-17,25.0,28.5,29.19,23.12,15.62,12.58,18.82,0.0191,1.05,0.6559
EMP012,2026-01-18,25.29,28.29,28.65,22.71,15.24,12.44,18.39,-0.1642,0.7353,0.4167
EMP012,2026-01-19,25.29,28.29,27.06,21.44,14.39,12.44,19.04,-0.6409,0.2208,0.0836
EMP012,2026-01-20,28.86,28.5,28.05,22.84,14.58,14.17,19.01,-0.2456,0.607,0.1281
EMP012,2026-01-21,31.43,28.43,29.2,23.55,14.8,16.18,19.19,0.1173,0.7226,0.1729
EMP012,2026-01-22,27.86,26.21,28.0,22.57,14.19,18.86,19.48,-0.226,0.3571,-0.0169
EMP012,2026-01-23,27.14,25.36,28.41,23.27,14.64,18.4,19.12,-0.0898,0.4935,0.1016
EMP012,2026-01-24,27.71,26.36,28.74,24.39,15.3,18.6,18.77,0.004,0.7115,0.2559
EMP012,2026-01-25,27.71,26.5,28.38,23.88,15.08,18.6,18.45,-0.0839,0.5022,0.1722
EMP012,2026-01-26,27.71,26.5,27.24,22.92,14.48,18.6,18.92,-0.3362,0.2238,0.0131
EMP012,2026-01-27,21.14,25.0,26.19,22.04,13.92,19.1,19.28,-0.5316,0.0031,-0.1121
EMP012,2026-01-28,20.71,26.07,27.0,22.52,14.26,18.44,19.36,-0.3016,0.1056,-0.0281
EMP012,2026-01-29,27.0,27.43,27.75,23.25,14.18,19.16,19.4,-0.1152,0.246,-0.0419
EMP012,2026-01-30,21.71,24.43,26.79,22.45,13.69,20.71,19.73,-0.2951,0.0611,-0.1355
EMP012,2026-01-31,28.0,27.86,28.57,23.23,14.3,29.08,21.62,0.0768,0.2071,-0.0042
EMP012,2026-02-01,28.0,27.86,29.23,23.7,14.67,29.08,21.03,-0.1755,-0.0127,-0.1241
EMP012,2026-02-02,28.0,27.86,26.97,22.23,14.13,29.08,20.38,-0.0968,-0.0256,-0.2096
EMP012,2026-02-03,37.0,29.07,28.3,23.73,14.67,28.77,21.37,0.1083,0.1148,-0.2149
EMP012,2026-02-04,36.0,28.36,29.67,25.03,15.67,28.49,20.82,-0.0049,0.0496,-0.2171
EMP012,2026-02-05,34.71,30.86,29.53,25.67,15.4,28.12,20.74,0.1473,0.1584,-0.1175
EMP012,2026-02-06,43.57,32.64,29.87,26.07,15.17,25.43,21.18,0.5117,0.307,-0.0345
EMP012,2026-02-07,37.43,32.71,29.93,26.13,14.83,20.62,21.2,0.5931,0.5192,0.059
EMP012,2026-02-08,36.14,32.07,28.67,25.7,14.13,21.91,21.15,0.6024,0.4469,0.1393
EMP012,2026-02-09,36.14,32.07,27.93,24.87,13.8,21.91,21.75,0.3715,0.2763,0.0196
EMP012,2026-02-10,31.71,34.36,28.4,25.97,14.2,18.97,21.68,0.3293,0.3041,-0.0205
EMP012,2026-02-11,32.57,34.29,29.97,27.9,14.77,19.5,21.26,0.2534,0.3317,-0.1003
EMP012,2026-02-12,27.0,30.86,29.27,27.23,14.2,22.25,21.88,-0.0018,0.0972,-0.1802
EMP012,2026-02-13,24.29,33.93,29.6,27.6,13.93,18.68,22.01,0.1126,0.1384,-0.0209
EMP012,2026-02-14,22.86,30.14,29.53,28.2,14.2,18.03,22.02,0.0917,0.3132,0.0716
EMP012,2026-02-15,23.29,29.71,28.6,27.4,13.73,17.77,22.06,0.0774,0.3159,0.0587
EMP012,2026-02-16,23.29,29.71,27.53,26.1,13.1,17.77,22.64,-0.0836,0.2191,0.0065
EMP012,2026-02-17,23.86,27.79,28.07,26.83,13.8,18.11,22.64,-0.081,0.2263,0.0872
EMP012,2026-02-18,24.86,28.71,29.87,27.97,14.27,19.5,22.49,-0.1072,0.0874,-0.0067
EMP012,2026-02-19,30.57,28.79,29.67,27.23,14.53,17.09,22.37,0.0694,0.2129,0.0948
EMP012,2026-02-20,29.0,26.64,29.03,27.23,14.43,16.36,22.02,0.2316,0.3433,0.135
EMP012,2026-02-21,29.71,26.29,29.97,28.37,15.1,16.37,21.53,0.0781,0.2392,0.0981
EMP012,2026-02-22,29.71,26.5,29.2,27.6,14.5,16.37,21.67,0.0236,0.2194,0.1008
EMP012,2026-02-23,29.71,26.5,28.0,25.97,13.5,16.37,22.25,-0.1179,0.1889,0.1141
EMP012,2026-02-24,31.14,27.5,28.87,26.73,14.17,17.27,22.43,-0.057,0.1508,0.1964
EMP012,2026-02-25,30.0,27.43,30.4,28.13,15.0,15.93,21.97,-0.1455,0.065,0.1686
EMP012,2026-02-26,28.43,29.5,31.37,29.1,15.53,15.4,21.24,-0.3642,-0.1235,0.0716
EMP012,2026-02-27,32.86,30.93,31.87,28.9,15.63,19.66,21.79,-0.0454,-0.0834,0.1907
EMP012,2026-02-28,36.29,33.0,32.13,29.07,15.93,21.24,22.04,0.2216,0.137,0.2002
EMP012,2026-03-01,37.0,33.36,32.77,29.77,16.3,20.55,21.37,-0.0848,-0.1155,0.0585
EMP012,2026-03-02,37.0,33.36,30.1,28.23,15.23,20.55,20.27,0.0296,-0.1956,0.0616
EMP012,2026-03-03,30.43,30.79,29.43,27.77,14.87,23.73,20.91,-0.2343,-0.4759,-0.0659
EMP012,2026-03-04,31.0,30.5,31.1,29.7,15.97,24.14,20.49,-0.3046,-0.4723,-0.0514
EMP012,2026-03-05,33.43,30.93,30.53,29.2,16.0,24.67,19.82,0.0116,-0.218,0.0356
EMP012,2026-03-06,30.71,31.79,30.63,29.1,15.53,22.19,19.88,0.1706,-0.1066,0.1321
EMP012,2026-03-07,27.71,32.0,30.5,28.97,15.47,19.86,19.84,0.2565,0.0532,0.1655
EMP012,2026-03-08,25.0,31.0,28.43,27.53,14.87,22.05,19.68,0.277,-0.0369,0.0832
EMP012,2026-03-09,25.0,31.0,27.2,26.1,14.3,22.05,20.25,0.1526,-0.1079,0.002
EMP012,2026-03-10,31.14,30.79,28.27,26.93,14.53,20.13,20.21,0.1428,-0.1081,-0.0102
EMP012,2026-03-11,29.0,30.0,29.43,27.9,15.53,18.76,19.55,-0.0087,-0.2805,-0.0107
EMP012,2026-03-12,27.14,30.29,29.47,27.9,15.53,17.59,19.55,0.032,-0.0656,0.0089
EMP012,2026-03-13,26.14,28.43,29.13,26.77,15.33,16.79,19.34,0.2016,0.1168,-0.0102
EMP012,2026-03-14,26.29,27.0,30.33,28.47,16.07,16.87,18.59,0.0449,0.0885,-0.073
EMP012,2026-03-15,28.43,26.71,29.4,27.63,15.57,14.12,18.64,0.0334,0.0278,-0.0905
EMP012,2026-03-16,28.43,26.71,28.5,25.97,14.73,14.12,19.37,-0.1729,0.0038,-0.1259
EMP012,2026-03-17,27.86,29.5,29.33,26.3,14.93,13.59,19.26,-0.2051,-0.0647,-0.2038
EMP012,2026-03-18,28.43,28.71,30.63,27.07,15.63,13.96,18.54,-0.3451,-0.2674,-0.2676
EMP012,2026-03-19,28.14,27.64,30.47,26.77,15.23,13.88,18.52,-0.3057,-0.1795,-0.1533
EMP012,2026-03-20,29.29,27.71,30.17,26.57,15.47,14.86,18.2,-0.0496,-0.1217,-0.1246
EMP012,2026-03-21,31.0,28.64,30.43,27.33,15.33,16.17,18.4,0.1333,0.0191,-0.0098
EMP012,2026-03-22,31.43,29.93,29.97,26.6,15.1,15.77,18.53,0.0638,0.0062,-0.0461
EMP012,2026-03-23,31.43,29.93,28.9,25.37,14.37,15.77,19.29,-0.1155,-0.0937,-0.0959
EMP012,2026-03-24,31.14,29.5,29.67,25.83,14.7,15.65,19.14,-0.166,-0.1417,-0.143
EMP012,2026-03-25,30.86,29.64,30.9,27.37,15.27,15.52,18.37,-0.3232,-0.1898,-0.2296
EMP012,2026-03-26,41.14,34.64,32.8,28.5,15.6,29.64,22.35,0.2461,0.1315,0.0316
EMP012,2026-03-27,48.43,38.86,34.47,29.83,16.23,35.4,24.98,0.7448,0.5697,0.2796
EMP012,2026-03-28,54.14,42.57,36.43,30.57,17.17,38.01,26.73,1.0525,0.7006,0.4572
EMP012,2026-03-29,55.86,43.64,35.33,30.73,16.77,36.58,26.29,1.1942,0.7119,0.4977
EMP012,2026-03-30,55.86,43.64,33.47,29.13,16.07,36.58,26.74,1.1088,0.6327,0.4187
EMP012,2026-03-31,60.86,46.0,35.23,30.3,17.37,36.05,27.47,1.2576,0.7499,0.6027
EMP013,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP013,2026-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP013,2026-01-03,19.0,19.0,19.0,26.0,9.0,19.0,19.0,0.0,0.0,0.0
EMP013,2026-01-04,18.67,18.67,18.67,20.33,9.33,15.52,15.52,9.0,4.5,5.0
EMP013,2026-01-05,14.0,14.0,14.0,15.25,7.0,15.68,15.68,-2.0,-4.3,-0.8
EMP013,2026-01-06,14.4,14.4,14.4,15.0,7.4,14.05,14.05,-0.6,-2.4,0.0
EMP013,2026-01-07,17.17,17.17,17.17,18.33,9.67,14.24,14.24,2.0286,1.4857,1.9429
EMP013,2026-01-08,14.71,14.71,14.71,15.71,8.29,14.49,14.49,-0.5714,-1.0357,0.1786
EMP013,2026-01-09,21.14,18.5,18.5,17.25,10.12,16.39,16.85,2.1429,0.3333,1.3452
EMP013,2026-01-10,20.71,20.33,20.33,20.44,10.78,15.98,16.71,2.6,2.15,1.3333
EMP013,2026-01-11,19.86,19.5,19.5,19.2,10.0,16.26,16.05,1.4364,0.8848,0.5455
EMP013,2026-01-12,19.86,17.73,17.73,17.45,9.09,16.26,16.3,0.1909,-0.2091,-0.0455
EMP013,2026-01-13,23.14,19.5,19.5,19.92,9.42,17.43,16.68,0.965,0.9755,0.1154
EMP013,2026-01-14,26.29,22.08,22.08,21.46,10.77,20.31,18.34,1.8626,1.4286,0.6703
EMP013,2026-01-15,30.0,22.36,22.36,21.86,11.21,17.32,17.7,1.6022,1.3011,0.7143
EMP013,2026-01-16,26.71,23.93,22.33,22.13,12.07,16.32,17.1,1.2929,1.1607,0.9
EMP013,2026-01-17,28.0,24.36,23.69,22.75,12.12,17.25,17.37,1.5426,1.1735,0.7618
EMP013,2026-01-18,27.86,23.86,22.94,22.35,11.76,17.38,17.11,1.0368,0.8456,0.5147
EMP013,2026-01-19,27.86,23.86,21.67,21.11,11.11,17.38,17.44,0.4706,0.3199,0.227
EMP013,2026-01-20,27.29,25.21,22.37,21.63,11.79,17.07,17.24,0.6105,0.4281,0.3965
EMP013,2026-01-21,20.14,23.21,21.4,20.7,11.25,15.17,17.32,0.2466,0.1008,0.1857
EMP013,2026-01-22,19.43,24.71,21.38,20.52,11.38,14.99,16.9,0.2078,0.039,0.1961
EMP013,2026-01-23,21.71,24.21,22.14,21.32,12.05,16.37,16.87,0.3778,0.2411,0.3439
EMP013,2026-01-24,15.43,21.71,21.17,20.39,11.52,14.99,17.11,0.0899,-0.0208,0.17
EMP013,2026-01-25,16.14,22.0,20.96,19.96,11.25,14.88,16.78,0.0274,-0.1222,0.0843
EMP013,2026-01-26,16.14,22.0,20.12,19.16,10.8,14.88,16.95,-0.1692,-0.2923,-0.0292
EMP013,2026-01-27,11.14,19.21,19.35,18.42,10.38,13.53,17.06,-0.3224,-0.4236,-0.1183
EMP013,2026-01-28,16.57,18.36,20.15,18.96,10.85,16.47,17.24,-0.116,-0.2625,-0.0055
EMP013,2026-01-29,17.14,18.29,20.32,18.96,10.71,16.69,16.95,-0.0681,-0.2351,-0.0334
EMP013,2026-01-30,21.43,21.57,21.97,19.24,11.21,23.82,18.79,0.2675,-0.1562,0.0685
EMP013,2026-01-31,29.43,22.43,23.1,20.07,11.53,24.67,19.46,0.4612,0.0187,0.125
EMP013,2026-02-01,30.0,23.07,23.77,20.43,11.93,24.4,18.99,0.2819,-0.1782,0.0485
EMP013,2026-02-02,30.0,23.07,22.5,18.7,11.33,24.4,19.27,0.2267,-0.0923,0.0133
EMP013,2026-02-03,37.71,24.43,23.7,20.1,11.77,22.12,20.05,0.3989,0.0492,0.0794
EMP013,2026-02-04,40.0,28.29,25.6,21.5,12.4,23.15,20.42,0.4503,0.0518,0.0449
EMP013,2026-02-05,41.57,29.36,26.27,22.03,12.7,22.44,20.42,0.4512,0.0549,0.0576
EMP013,2026-02-06,37.14,29.29,26.47,22.13,12.7,19.67,20.49,0.5531,0.2474,0.1684
EMP013,2026-02-07,34.43,31.93,27.7,23.07,13.37,18.13,19.97,0.4385,0.1326,0.1279
EMP013,2026-02-08,32.43,31.21,26.4,22.3,12.7,20.26,20.07,0.4178,0.0501,0.1275
EMP013,2026-02-09,32.43,31.21,25.23,20.77,12.17,20.26,20.55,0.3068,0.0696,0.0683
EMP013,2026-02-10,31.29,34.5,26.37,21.7,12.9,19.21,20.72,0.3495,0.0799,0.0879
EMP013,2026-02-11,27.71,33.86,27.43,23.0,13.33,16.18,20.15,0.204,0.0418,-0.0004
EMP013,2026-02-12,28.0,34.79,27.4,22.3,13.4,16.34,20.14,0.3519,0.2267,0.008
EMP013,2026-02-13,27.43,32.29,26.73,21.93,13.17,16.09,19.6,0.5646,0.392,0.1444
EMP013,2026-02-14,27.86,31.14,27.2,22.03,13.4,16.37,19.74,0.6452,0.479,0.2407
EMP013,2026-02-15,28.43,30.43,26.8,21.63,12.9,15.66,19.97,0.4983,0.4545,0.2854
EMP013,2026-02-16,28.43,30.43,25.33,20.57,12.47,15.66,20.26,0.444,0.3864,0.2029
EMP013,2026-02-17,28.14,29.71,26.43,21.3,12.8,15.35,20.35,0.4656,0.4674,0.1811
EMP013,2026-02-18,28.29,28.0,27.53,22.27,13.23,15.39,19.77,0.3257,0.3702,0.0941
EMP013,2026-02-19,27.86,27.93,27.53,21.97,13.13,15.15,19.77,0.4254,0.4287,0.2185
EMP013,2026-02-20,27.71,27.57,28.5,22.87,13.63,15.11,19.25,0.285,0.3497,0.1533
EMP013,2026-02-21,28.57,28.21,29.33,23.63,13.93,15.93,19.45,0.3462,0.4198,0.2162
EMP013,2026-02-22,29.43,28.93,28.6,22.77,13.4,15.04,19.53,0.3199,0.4438,0.2741
EMP013,2026-02-23,29.43,28.93,28.6,22.77,13.4,15.04,19.53,-0.0618,0.1399,0.0952
EMP013,2026-02-24,28.71,28.43,29.37,23.67,13.77,14.44,19.47,-0.0816,0.1437,0.0541
EMP013,2026-02-25,30.86,29.57,30.97,24.83,14.7,15.95,18.95,-0.164,0.0536,0.0509
EMP013,2026-02-26,31.86,29.86,32.37,25.83,15.07,16.39,18.15,-0.3063,-0.0843,-0.0743
EMP013,2026-02-27,33.14,30.43,32.37,25.77,14.8,16.7,18.15,-0.1911,-0.0016,-0.02
EMP013,2026-02-28,31.57,30.07,32.7,25.97,15.0,15.92,18.1,-0.2249,-0.0532,-0.0854
EMP013,2026-03-01,32.43,30.93,31.17,25.57,14.43,15.2,16.96,-0.0505,-0.1168,-0.0616
EMP013,2026-03-02,32.43,30.93,29.3,24.1,13.73,15.2,17.2,-0.0803,-0.1546,-0.1095
EMP013,2026-03-03,26.86,27.79,28.63,23.73,13.33,18.55,17.92,-0.3335,-0.4004,-0.21
EMP013,2026-03-04,28.57,29.71,30.63,24.73,14.13,20.84,17.96,-0.3286,-0.5237,-0.2331
EMP013,2026-03-05,26.86,29.36,29.83,24.1,13.77,20.15,17.43,-0.1715,-0.2957,-0.1858
EMP013,2026-03-06,25.43,29.29,28.97,23.77,13.7,19.43,16.69,0.0234,-0.1212,-0.1288
EMP013,2026-03-07,27.14,29.36,29.33,23.63,13.63,20.69,16.96,0.1882,-0.0638,-0.0843
EMP013,2026-03-08,25.57,29.0,28.47,22.7,13.23,21.43,17.21,0.1228,-0.0527,-0.0634
EMP013,2026-03-09,25.57,29.0,27.23,21.77,12.57,21.43,17.87,-0.002,-0.1626,-0.1021
EMP013,2026-03-10,31.14,29.0,28.33,22.33,13.0,18.98,17.54,-0.0725,-0.2768,-0.1459
EMP013,2026-03-11,27.43,28.0,29.47,23.23,13.47,15.13,16.75,-0.2314,-0.4007,-0.2291
EMP013,2026-03-12,28.71,27.79,29.23,23.03,13.47,15.66,16.57,-0.0558,-0.269,-0.0752
EMP013,2026-03-13,28.14,26.79,29.07,22.7,13.6,15.64,16.56,-0.0512,-0.1204,-0.0556
EMP013,2026-03-14,26.71,26.93,29.03,22.53,13.7,14.25,16.55,0.0616,-0.1086,-0.0176
EMP013,2026-03-15,26.71,26.14,28.3,22.03,13.27,14.25,16.84,-0.0274,-0.119,-0.0174
EMP013,2026-03-16,26.71,26.14,26.97,21.03,12.47,14.25,17.43,-0.1293,-0.2062,-0.0289
EMP013,2026-03-17,24.0,27.57,27.3,20.87,12.4,13.44,17.2,-0.2912,-0.3324,-0.0881
EMP013,2026-03-18,26.43,26.93,29.0,21.97,13.27,16.26,16.94,-0.3266,-0.398,-0.0859
EMP013,2026-03-19,24.0,26.36,28.27,21.53,13.37,15.46,16.75,-0.2683,-0.2679,-0.03
EMP013,2026-03-20,24.43,26.29,28.17,21.37,13.5,15.57,16.73,-0.2245,-0.2004,-0.0091
EMP013,2026-03-21,23.14,24.93,27.93,21.77,13.57,14.84,16.68,-0.1784,-0.1146,0.1039
EMP013,2026-03-22,21.71,24.21,26.9,20.8,13.03,16.34,17.34,-0.3241,-0.1918,0.0331
EMP013,2026-03-23,21.71,24.21,25.37,19.47,12.27,16.34,17.62,-0.366,-0.1935,0.0178
EMP013,2026-03-24,19.14,21.57,24.9,19.1,11.97,17.76,18.04,-0.5813,-0.3642,-0.0705
EMP013,2026-03-25,16.43,21.43,25.97,20.57,12.87,13.67,17.47,-0.7072,-0.3353,-0.0561
EMP013,2026-03-26,23.0,23.5,26.93,21.93,13.63,22.78,18.91,-0.3462,0.1486,0.1341
EMP013,2026-03-27,28.0,26.21,27.5,22.8,13.43,27.19,19.77,0.0447,0.4908,0.2872
EMP013,2026-03-28,32.57,27.86,28.1,24.57,14.63,29.4,20.46,0.3544,0.9288,0.487
EMP013,2026-03-29,36.29,29.0,27.63,24.23,14.6,26.7,20.32,0.4363,0.9502,0.4854
EMP013,2026-03-30,36.29,29.0,26.47,23.4,14.17,26.7,20.86,0.3088,0.7991,0.3802
EMP013,2026-03-31,44.29,31.71,27.67,24.97,14.57,23.41,21.59,0.4814,0.9902,0.3753
EMP014,2026-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP014,2026-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP014,2026-01-03,7.5,7.5,7.5,7.0,2.5,7.5,7.5,0.0,0.0,0.0
EMP014,2026-01-04,8.67,8.67,8.67,9.0,4.0,6.34,6.34,5.5,6.5,3.5
EMP014,2026-01-05,6.5,6.5,6.5,6.75,3.0,6.65,6.65,-0.4,-0.1,0.2
EMP014,2026-01-06,12.8,12.8,12.8,9.8,6.8,13.93,13.93,6.1,3.0,3.9
EMP014,2026-01-07,15.0,15.0,15.0,12.5,8.33,13.64,13.64,5.3714,4.0286,3.5429
EMP014,2026-01-08,13.0,13.0,13.0,10.86,7.14,13.54,13.54,1.8571,1.2857,1.3214
EMP014,2026-01-09,18.29,16.0,16.0,12.0,8.12,14.62,14.95,3.2381,1.619,1.5357
EMP014,2026-01-10,19.57,16.89,16.89,12.11,8.56,14.67,14.32,2.8,1.2,1.3333
EMP014,2026-01-11,19.29,16.1,16.1,11.9,8.2,14.85,13.79,1.6061,0.7576,0.7758
EMP014,2026-01-12,19.29,14.64,14.64,10.82,7.45,14.85,13.94,0.4727,0.0273,0.2091
EMP014,2026-01-13,17.57,15.58,15.58,11.75,8.17,13.19,13.71,0.8007,0.451,0.4895
EMP014,2026-01-14,17.71,16.46,16.46,13.15,8.23,13.28,13.52,1.0055,0.956,0.4121
EMP014,2026-01-15,22.14,17.57,17.57,14.57,8.64,12.09,13.63,1.2484,1.3319,0.4945
EMP014,2026-01-16,20.71,19.5,18.2,15.33,8.67,10.77,13.37,1.25,1.3679,0.4107
EMP014,2026-01-17,21.14,20.36,18.75,15.62,8.75,10.95,13.12,1.2235,1.2294,0.3676
EMP014,2026-01-18,21.0,20.14,18.12,14.88,8.29,11.11,12.98,0.8088,0.777,0.1544
EMP014,2026-01-19,21.0,20.14,17.11,14.06,7.83,11.11,13.28,0.3633,0.3932,-0.0155
EMP014,2026-01-20,21.14,19.36,17.63,15.16,8.16,11.18,13.11,0.4649,0.6649,0.0842
EMP014,2026-01-21,21.29,19.5,18.15,15.7,8.95,11.26,12.98,0.5466,0.7248,0.2985
EMP014,2026-01-22,20.57,21.36,18.57,15.9,8.95,10.7,12.8,0.587,0.6818,0.2584
EMP014,2026-01-23,20.43,20.57,18.91,16.68,8.95,10.62,12.61,0.5985,0.7956,0.2253
EMP014,2026-01-24,20.86,21.0,19.39,16.87,9.22,10.93,12.53,0.6443,0.7431,0.2628
EMP014,2026-01-25,21.71,21.36,19.17,16.71,9.0,10.1,12.32,0.513,0.6152,0.1791
EMP014,2026-01-26,21.71,21.36,18.4,16.04,8.64,10.1,12.64,0.2769,0.39,0.0754
EMP014,2026-01-27,17.86,19.5,17.69,15.42,8.31,12.26,12.89,0.0889,0.2096,-0.0068
EMP014,2026-01-28,19.71,20.5,18.56,16.0,8.67,14.45,13.39,0.2643,0.3107,0.0708
EMP014,2026-01-29,20.57,20.57,19.07,16.29,8.82,15.02,13.42,0.3437,0.3377,0.0955
EMP014,2026-01-30,23.86,22.14,20.1,16.76,8.9,18.06,14.27,0.5158,0.3985,0.101
EMP014,2026-01-31,28.71,24.79,21.57,17.17,8.97,22.96,16.09,0.7491,0.4389,0.1048
EMP014,2026-02-01,28.43,25.07,21.97,17.43,9.1,23.16,15.7,0.5386,0.2614,0.0109
EMP014,2026-02-02,28.43,25.07,21.47,16.97,8.93,23.16,16.14,0.3488,0.1253,-0.0761
EMP014,2026-02-03,31.86,24.86,21.9,17.43,9.03,20.29,16.03,0.293,0.1626,-0.0825
EMP014,2026-02-04,32.14,25.93,23.33,18.4,9.4,20.43,15.93,0.2781,0.117,-0.1321
EMP014,2026-02-05,31.71,26.14,23.07,18.5,9.03,20.44,15.75,0.4222,0.1844,-0.0349
EMP014,2026-02-06,28.71,26.29,23.13,18.3,8.8,19.19,15.77,0.4743,0.2458,0.0129
EMP014,2026-02-07,23.0,25.86,23.9,18.97,9.13,12.68,15.22,0.3273,0.1439,-0.04
EMP014,2026-02-08,22.71,25.57,23.0,18.6,8.8,12.95,15.22,0.3279,0.0868,-0.0263
EMP014,2026-02-09,22.71,25.57,22.2,18.17,8.4,12.95,15.77,0.1864,-0.0719,-0.061
EMP014,2026-02-10,24.86,28.36,23.2,18.47,8.6,14.17,15.85,0.2038,-0.1228,-0.0676
EMP014,2026-02-11,21.86,27.0,23.93,19.53,8.97,12.08,15.26,0.036,-0.1628,-0.1115
EMP014,2026-02-12,21.57,26.64,24.0,19.6,9.03,11.9,15.27,0.0765,-0.117,-0.0047
EMP014,2026-02-13,21.0,24.86,23.9,19.27,9.2,11.67,15.26,0.0972,-0.0427,0.0271
EMP014,2026-02-14,17.57,20.29,22.83,18.17,8.73,13.65,15.77,-0.0011,-0.0723,0.0009
EMP014,2026-02-15,17.71,20.21,22.3,17.5,8.6,13.57,15.89,-0.0487,-0.0968,-0.0214
EMP014,2026-02-16,17.71,20.21,21.4,16.83,8.27,13.57,16.35,-0.1602,-0.1924,-0.0672
EMP014,2026-02-17,15.71,20.29,21.97,17.37,8.57,11.09,16.17,-0.2294,-0.2739,-0.1061
EMP014,2026-02-18,18.29,20.07,23.3,18.5,8.93,13.97,15.95,-0.2645,-0.2863,-0.1495
EMP014,2026-02-19,18.43,20.0,23.37,18.17,8.97,14.07,15.97,-0.2022,-0.1306,-0.0754
EMP014,2026-02-20,19.57,20.29,23.5,18.33,8.6,14.78,16.03,-0.1146,0.0062,0.0543
EMP014,2026-02-21,23.71,20.64,23.57,18.7,9.0,12.62,16.05,-0.0549,0.0994,0.137
EMP014,2026-02-22,23.71,20.71,23.07,17.83,8.8,12.62,16.19,-0.1192,0.1226,0.0983
EMP014,2026-02-23,23.71,20.71,22.07,17.13,8.3,12.62,16.66,-0.2202,0.0294,0.0843
EMP014,2026-02-24,24.86,20.29,22.7,17.47,8.57,13.04,16.7,-0.2053,0.0387,0.0785
EMP014,2026-02-25,23.14,20.71,23.63,18.1,9.27,11.65,16.18,-0.3277,-0.0719,0.0997
EMP014,2026-02-26,22.14,20.29,24.37,18.8,9.63,11.41,15.58,-0.5012,-0.178,0.0469
EMP014,2026-02-27,23.29,21.43,24.33,18.93,9.53,12.67,15.54,-0.2857,0.0107,0.1393
EMP014,2026-02-28,24.86,24.29,24.57,19.33,9.67,13.9,15.72,-0.1248,0.1557,0.2113
EMP014,2026-03-01,25.43,24.57,23.43,18.73,9.6,13.39,15.13,-0.018,0.182,0.2162
EMP014,2026-03-02,25.43,24.57,21.3,17.77,9.23,13.39,13.71,0.1106,0.1319,0.164
